Temps,Mags
0.05,1.0
0.16896551724137931,1.0
0.28793103448275864,1.0
0.4068965517241379,0.999925
0.5258620689655172,0.9987
0.6448275862068966,0.99485
0.7637931034482759,0.9855
0.8827586206896553,0.9661
1.0017241379310344,0.939975
1.120689655172414,0.896575
1.2396551724137932,0.8466375
1.3586206896551725,0.7916125
1.4775862068965517,0.743525
1.596551724137931,0.69095
1.7155172413793105,0.64685
1.8344827586206898,0.6198875
1.953448275862069,0.5756125
2.0724137931034483,0.5595625
2.1913793103448276,0.541325
2.310344827586207,0.5040125
2.429310344827586,0.4914
2.5482758620689654,0.4791625
2.6672413793103447,0.4642125
2.786206896551724,0.458975
2.905172413793103,0.4360125
3.0241379310344825,0.432125
3.1431034482758617,0.419075
3.2620689655172415,0.407025
3.3810344827586207,0.3981875
3.5,0.3895875
